r,physical_F,oscillatory_F
0.02774694783573807,-0.012351890383428831,9.96308699962266e-05
0.05549389567147614,-0.02470252404495549,-0.00039425285709356517
0.08324084350721421,-0.037049387577461,0.0008922828306777897
0.11098779134295228,-0.049390806259029925,-0.0015793066893156139
0.13873473917869034,-0.06172468703019103,0.0024749713315561075
0.16648168701442842,-0.07404927355512918,-0.0035533172756557698
0.1942286348501665,-0.08636255913370995,0.004845201466315205
0.22197558268590456,-0.09866275486452941,-0.006313154617247202
0.24972253052164262,-0.11094789369037124,0.007999203428333417
0.27746947835738067,-0.12321617126524895,-0.00985441942990107
0.3052164261931188,-0.13546564537392797,0.011931943153586562
0.33296337402885684,-0.14769450463709868,-0.014171452903480528
0.3607103218645949,-0.1599008255822532,0.01663713200393824
0.388457269700333,-0.17208279485579142,-0.019257346812722776
0.41620421753607106,-0.18423850497299588,0.02210723749706893
0.4439511653718091,-0.19636614409818617,-0.025103954984329716
0.4716981132075472,-0.2084638195376055,0.028333495579481536
0.49944506104328523,-0.22052972363362186,-0.03170190640995847
0.5271920088790233,-0.23256197810879334,0.03530592461194526
0.5549389567147613,-0.24455878165922063,-0.03904062011166708
0.5826859045504995,-0.2565182705223175,0.043013341133762976
0.6104328523862376,-0.26843865162087494,-0.04710832180209126
0.6381798002219756,-0.28031807609569964,0.05144337743153945
0.6659267480577137,-0.2921547607688584,-0.055892062354051544
0.6936736958934517,-0.3039468722591797,0.060582500919087054
0.7214206437291898,-0.31569263882128756,-0.06537773808047709
0.7491675915649278,-0.32739024325006294,0.07041603532487842
0.776914539400666,-0.33903792666478516,-0.0755501128176389
0.8046614872364041,-0.35063388881800805,0.0809281836772367
0.8324084350721421,-0.3621763850492351,-0.08639284179961584
0.8601553829078802,-0.37366363290749166,0.0921020530732293
0.8879023307436182,-0.38509390324792436,-0.09788849730830959
0.9156492785793563,-0.39646543229378944,0.10391968121409895
0.9433962264150944,-0.4077765076622477,-0.1100185960805286
0.9711431742508324,-0.4190253851544836,0.11636206468754014
0.9988901220865705,-0.4302103703546098,-0.12276362845135554
1.0266370699223086,-0.44132973956174065,0.12940918897498788
1.0543840177580466,-0.4523818174956828,-0.13610308921099826
1.0821309655937847,-0.46336490188243407,0.14304006016018775
1.1098779134295227,-0.47427733771360353,-0.15001551015051084
1.1376248612652609,-0.48511744507417076,0.15723273831356743
1.165371809100999,-0.49588359033338847,-0.16447849427008748
1.193118756936737,-0.506574116865726,0.17196437252529345
1.2208657047724751,-0.5171874134951214,-0.17946875162202222
1.248612652608213,-0.527721847810456,0.18721123755831975
1.2763596004439512,-0.5381758321393891,-0.19496213675887508
1.3041065482796892,-0.5485477592010795,0.2029487720911893
1.3318534961154274,-0.5588360658481818,-0.210933687755848
1.3596004439511655,-0.5690391708338226,0.21915161851881268
1.3873473917869035,-0.5791555365289821,-0.2273576667748186
1.4150943396226416,-0.5891836086093842,0.23579366427788057
1.4428412874583796,-0.5991218759291678,-0.24420760213590254
1.4705882352941178,-0.6089688119574865,0.2528480846619568
1.4983351831298557,-0.6187229329671011,-0.26145633186075873
1.5260821309655939,-0.628382741070976,0.2702873870895959
1.553829078801332,-0.6379467808654301,-0.2790760486500996
1.58157602663707,-0.6474135839345272,0.28808345678701697
1.6093229744728081,-0.656781724071146,-0.2970383462559807
1.637069922308546,-0.6660497631319924,0.30620760384489776
1.6648168701442843,-0.6752163049459059,-0.31531426720738787
1.6925638179800222,-0.6842799424153341,0.3246306116066888
1.7203107658157604,-0.6932393102089844,-0.33387435184536307
1.7480577136514983,-0.7020930330169124,0.3433227863434413
1.7758046614872365,-0.7108397771139954,-0.35268868862135644
1.8035516093229746,-0.7194781996856522,0.3622540081674489
1.8312985571587126,-0.728006999339289,-0.37172696560963364
1.8590455049944508,-0.7364248664263375,0.38139378313394556
1.8867924528301887,-0.7447305325706122,-0.3909585231813264
1.9145394006659269,-0.752922721919986,0.40071129647666237
1.9422863485016648,-0.7610001997533412,-0.41035240778401744
1.970033296337403,-0.7689617246019683,0.42017546691908775
1.997780244173141,-0.7768060959903414,-0.42987742676655233
2.0255271920088793,-0.7845321073733346,0.4397550019988064
2.0532741398446173,-0.7921385930603271,-0.44950220418399106
2.081021087680355,-0.7996243819196895,0.45941845433718304
2.108768035516093,-0.8069883435305977,-0.46919523751214687
2.1365149833518315,-0.8142293426110584,0.47913427878082787
2.1642619311875695,-0.8213462844372237,-0.48892495519497936
2.1920088790233074,-0.8283380699555473,0.4988708903347125
2.2197558268590454,-0.8352036405053036,-0.5086597749410863
2.2475027746947838,-0.8419419335793604,0.5185967227993145
2.2752497225305217,-0.8485519268819263,-0.528368162677608
2.3029966703662597,-0.855032594705995,0.5382802880157977
2.330743618201998,-0.8613829513550436,-0.5480186920609886
2.358490566037736,-0.867602008108436,0.557890235613815
2.386237513873474,-0.8736888160328621,-0.5675801044340777
2.413984461709212,-0.8796424235099782,0.5773954131460463
2.4417314095449503,-0.8854619184607427,-0.5870213691080504
2.469478357380688,-0.8911463864123341,0.5967649264820148
2.497225305216426,-0.8966949521562226,-0.606311743835477
2.5249722530521646,-0.902106738334003,0.6159682003210138
2.5527192008879025,-0.9073809065479909,-0.6254208353276152
2.5804661487236404,-0.9125166164480494,0.6349750386701775
2.6082130965593784,-0.9175130663117489,-0.6443186596546545
2.6359600443951168,-0.9223694526166023,0.653755685118885
2.6637069922308547,-0.9270850101053267,-0.66297570235234
2.6914539400665927,-0.9316589718301802,0.6722808827249146
2.719200887902331,-0.9360906087176322,-0.6813629780422014
2.746947835738069,-0.9403791900737224,0.6905219333112756
2.774694783573807,-0.9445240226615096,-0.6994520893558831
2.802441731409545,-0.9485244116585801,0.7084507559556862
2.8301886792452833,-0.9523796992599765,-0.7172152849369998
2.8579356270810212,-0.9560892260812448,0.7260399444376507
2.885682574916759,-0.9596523692991438,-0.7346255162770868
2.9134295227524976,-0.9630685044959372,0.7432628233914953
2.9411764705882355,-0.9663370433501027,-0.7516564931260455
2.9689234184239734,-0.969457395919962,0.7600935028982347
2.9966703662597114,-0.9724290078968413,-0.768282737202844
3.02441731409545,-0.9752513233286462,0.7765069312355195
3.0521642619311877,-0.9779238214484477,-0.7844796339199278
3.0799112097669257,-0.9804459798412865,0.7924789454942172
3.107658157602664,-0.9828173108620186,-0.8002234818259343
3.135405105438402,-0.9850373252514308,0.8079863197635274
3.16315205327414,-0.9871055681583752,-0.8154915394672002
3.190899001109878,-0.9890215832142667,0.8230068105853157
3.2186459489456163,-0.9907849481760145,-0.8302620693706355
3.2463928967813542,-0.9923952394711293,0.8375191993841438
3.274139844617092,-0.9938520674797481,-0.8445143788604214
3.30188679245283,-0.9951550415658481,0.8515033315939672
3.3296337402885685,-0.9963038050187076,-0.8582288574405226
3.3573806881243065,-0.9972980005891151,0.8649401522274721
3.3851276359600444,-0.998137305112813,-0.8713870105059791
3.412874583795783,-0.9988213955739995,0.8778117376714522
3.4406215316315207,-0.9993499834356295,-0.8839714891901967
3.4683684794672587,-0.999722781255839,0.8901013235431713
3.4961154273029966,-0.9999395367522367,-0.8959661162146896
3.523862375138735,-1.0,0.9017933285099345
3.551609322974473,-0.9999039572593613,-0.9073559076833339
3.579356270810211,-0.9996511987868361,0.9128733740581723
3.6071032186459493,-0.999241552456737,-0.9181270908558345
3.6348501664816872,-0.9986748522190609,0.9233283002997088
3.662597114317425,-0.997950971546811,-0.9282671180450444
3.690344062153163,-0.9970697925752056,0.9331461780209337
3.7180910099889015,-0.9960312394065188,-0.9377646769085463
3.7458379578246395,-0.994835247965145,0.9423163173135968
3.7735849056603774,-0.9934817991902333,-0.9466096975442101
3.801331853496116,-0.9919708896393744,0.9508292732703724
3.8290788013318537,-0.9903025645960967,-0.9547933569476962
3.8568257491675917,-0.9884768894511267,0.9586768493787867
3.8845726970033296,-0.9864939827464481,-0.9623080815406524
3.912319644839068,-0.9843539883568315,0.9658520993959984
3.940066592674806,-0.9820571084841979,-0.9691475486228288
3.967813540510544,-0.9796035766530554,0.9723493286241202
3.995560488346282,-0.9769936906580587,-0.9753066877283064
4.02330743618202,-0.9742277863748025,0.9781640956191059
4.051054384017759,-0.9713062706494711,-0.9807816829621128
4.078801331853496,-0.9682295959109847,0.9832932154411423
4.1065482796892345,-0.9649982929744145,-0.9855699774434465
4.134295227524972,-0.9616129464217832,0.9877347655753625
4.16204217536071,-0.9580742272706255,-0.9896702809695489
4.189789123196449,-0.9543828690690817,0.9914880956023776
4.217536071032186,-0.9505397003580588,-0.9930825819241103
4.245283018867925,-0.9465456214022436,0.994553841563594
4.273029966703663,-0.9424016363495218,-0.9958081642723497
4.300776914539401,-0.9381088304941151,0.9969339457346644
4.328523862375139,-0.9336684020114255,-0.9978496302016958
4.356270810210877,-0.9290816396240164,0.9986316821847672
4.384017758046615,-0.924349953765338,-0.9992109285791626
4.411764705882353,-0.919474854495441,0.9996516880603868
4.439511653718091,-0.9144579819250094,-0.9998973889089383
4.467258601553829,-0.9093010842074319,1.0
4.4950055493895675,-0.904006047037294,-0.9999157599020088
4.522752497225305,-0.8985748715309656,0.9996840944816853
4.550499445061043,-0.8930097026033118,-0.999274251140882
4.578246392896782,-0.8873128065423614,0.9987129302620918
